yyyy,mm,yearmonth,SOI,NAO,EA,WP,EP_NP,PNA,EA_WR,SCA,TNH,POL,PT,expl_var,PCP,TAVG,PDSI,PHDI,ZNDX,PMDI,CDD,HDD,SP01,SP02,SP03,SP06,SP09,SP12,SP24,TMIN,TMAX
1986,11,198611,-1.2,2.27,0.72,-0.56,1.54,-0.71,-0.05,0.15,-99.9,-0.3,-99.9,69.6,3.7,46.6,-3.66,-3.66,-0.6,-3.66,0,563,0.63,0.09,-0.45,-0.77,-1.81,-2.1,-1.24,37.7,55.5
1987,9,198709,-1,-1.04,1.53,1.44,0.49,-2.6,1.7,-1.01,-99.9,-1.26,0.6,89.4,7.25,68.1,-1.31,-1.31,3,0.03,140,32,1.57,0.67,0.02,0.52,0.64,0.83,0.04,57.8,78.3
1987,10,198710,-0.4,0.66,1.01,0.93,1.2,0.75,-2.46,1.4,-99.9,0.78,-99.9,69.8,1.53,50.5,-1.52,-1.52,-1.03,-0.61,0,433,-0.97,0.84,0.04,-0.74,-0.06,0.72,-0.35,36.6,64.5
1987,11,198711,0,0.06,-0.54,0.15,-0.67,1.19,0.17,0.36,-99.9,0.16,-99.9,43.9,3.8,48.3,-1.14,-1.14,0.67,0.04,0,490,0.69,-0.22,0.94,-0.24,0.23,0.72,-1.01,36.1,60.5
1988,9,198809,1.8,-0.82,0.42,-0.83,-0.19,-0.97,0.39,-1.08,-99.9,1.33,0.43,63.2,2.87,65.2,-2.14,-2.14,-0.87,-2.14,81,63,-0.15,-0.43,-0.38,-0.64,-1.31,-1.31,-0.33,54.4,76
1988,10,198810,1.4,-0.66,-0.66,-0.56,0.99,0.89,0.19,0.1,-99.9,1.84,-99.9,41.3,2.14,50,-2.26,-2.26,-1.02,-2.26,0,443,-0.5,-0.64,-0.76,-0.75,-1.43,-1.26,-0.38,37.2,62.7
1988,11,198811,1.7,-0.49,-1.36,-0.96,-1.31,0.11,1.19,-1.75,-99.9,-0.49,-99.9,67.1,4.22,46.3,-1.8,-1.8,0.68,-1.43,0,544,0.93,0.22,-0.06,-0.6,-0.94,-1.16,-0.33,34,58.6
1989,9,198909,0.5,2.15,-0.57,0.44,0.66,0.41,-1.12,0.59,-99.9,0.78,-1.03,68.8,5.95,67.1,3.94,3.94,3.21,3.94,121,39,1.17,1,1.3,1.99,1.93,1.28,0.08,57.8,76.5
1989,10,198910,0.8,0.48,-0.35,1.5,0,-1.08,0.99,-0.65,-99.9,0.78,-99.9,72.9,4.21,56.8,4.11,4.11,1.75,4.11,15,253,0.7,1.27,1.17,2,2.38,1.68,0.4,44.1,69.5
1989,11,198911,-0.2,0.03,-1.88,-0.47,-0.04,-0.7,0.55,0.89,-99.9,1.89,-99.9,64.4,3.09,45.8,3.93,3.93,0.73,3.93,0,568,0.25,0.59,1.12,1.76,2.2,1.61,0.26,34.5,57.1
1990,9,199009,-0.7,1.18,-1.44,0.68,0.78,-0.46,0.33,-0.21,-99.9,-2.21,0.37,37.3,1.86,66.5,-1.45,-1.45,-2.02,-1.45,97,49,-0.92,-0.4,-0.45,-0.21,-0.2,-0.1,0.95,55.2,77.7
1990,10,199010,0.3,0.76,0.18,0.11,-0.43,-0.91,0.66,1.22,-99.9,1.47,-99.9,66.4,6.75,58.5,1.02,1.02,3.05,1.02,28,208,1.75,0.79,0.8,0.68,0.53,0.35,1.51,46.3,70.7
1990,11,199011,-0.5,-0.39,-0.15,0.59,-0.76,-1.66,1.24,-0.08,-99.9,0.48,-99.9,75.9,1.68,49.3,-0.43,-0.43,-1.3,-0.43,0,463,-0.79,1,0.27,-0.25,0.24,0.03,1.15,35.4,63.2
1991,9,199109,-1.5,0.61,0.48,-0.58,1.2,1.15,0.48,-1.37,-99.9,-0.28,0.37,60.1,2.48,67.4,-2.25,-2.25,-1.7,-2.25,120,37,-0.41,-1.08,-0.54,-1.15,-0.69,0.05,-0.07,55.7,79
1991,10,199110,-1,0.3,-1.63,-0.32,1.24,-2.35,-0.86,0.18,-99.9,0.95,-99.9,75.4,1.62,56.8,-2.87,-2.87,-2.55,-2.87,14,257,-0.89,-1.11,-1.53,-1.33,-1.13,-0.94,-0.46,42.9,70.7
1991,11,199111,-0.7,0.37,0.49,-0.94,1.01,0.22,-0.69,0.02,-99.9,1.67,-99.9,58.4,2.08,45.3,-3.37,-3.37,-2.4,-3.37,0,577,-0.46,-1.02,-1.14,-1.2,-1.09,-0.89,-0.6,33.9,56.7
1992,9,199209,0.1,-0.28,-0.22,-1.02,-0.87,-1.13,-1.4,1.59,-99.9,-1.4,-1.07,61.4,3.75,66.8,0.91,0.91,0.52,0.91,107,48,0.31,0.33,0.15,0.22,-0.04,-0.12,-0.09,56.9,76.8
1992,10,199210,-1.4,-1.4,-2.36,0.81,0.59,0.4,1.53,-0.08,-99.9,1.14,-99.9,62.1,2.28,53.4,0.65,0.65,-0.5,0.65,4,353,-0.4,-0.18,-0.03,0.05,-0.08,-0.02,-0.73,40.8,66
1992,11,199211,-0.7,1.12,1,1.26,0.3,0.8,0.13,-0.73,-99.9,-0.75,-99.9,47.2,4.24,46.6,1.11,1.11,1.59,1.11,0,542,0.94,0.29,0.27,0.19,0.26,0.32,-0.41,37.5,55.6
1993,9,199309,-0.7,-0.41,-0.46,-0.44,2.48,-0.97,2.23,1.18,-99.9,-0.69,-1.17,61.2,3.76,68.4,-2.24,-2.24,-0.68,-2.24,142,31,0.32,-0.43,-1.04,-0.88,0.03,0.27,0.09,57.4,79.4
1993,10,199310,-1.1,-0.26,-1.13,1.14,2.44,-0.17,0.99,0.76,-99.9,0.54,-99.9,80.6,2.5,54.8,-2.49,-2.49,-1.45,-2.49,7,313,-0.25,-0.08,-0.63,-1.32,-0.2,0.31,0.16,42.6,67
1993,11,199311,-0.1,2.56,-0.77,0.83,0.31,-0.35,0.58,1.9,-99.9,0.87,-99.9,79.1,4.03,46.3,0,-2.24,0,-2.18,0,548,0.82,0.29,0.27,-0.94,0.11,0.21,0.37,35.2,57.5
1994,9,199409,-1.6,-1.14,-0.79,-0.93,0.24,-2.02,-0.82,-0.02,-99.9,0.09,0.38,52,2.66,65.1,-0.16,1.58,-0.47,0.85,84,63,-0.29,-0.02,0.5,-0.28,1.12,1.22,1.17,53.2,77
1994,10,199410,-1.1,-0.54,-0.9,0.46,-0.4,-0.09,-0.25,-1.33,-99.9,1.01,-99.9,54.9,1.86,54.6,-0.59,0.98,-1.33,-0.19,6,321,-0.7,-0.88,-0.51,-0.41,0.68,1.18,1.07,41.5,67.6
1994,11,199411,-0.6,0.54,0.76,0.77,-2.04,-1.61,2.17,-0.53,-99.9,0.19,-99.9,93.2,2.73,50.4,-0.91,-0.91,-1.14,-0.91,0,426,0.01,-0.57,-0.74,-0.16,0.31,0.96,0.83,37.9,62.8
1995,9,199509,0.3,0.45,-0.37,0.05,1.9,1.22,-1.2,0.22,-99.9,0.21,1.2,74.1,3.27,66.1,-1.45,-1.45,-0.73,-1.45,99,51,0.07,-1.11,-1.28,-0.14,-0.25,-0.74,0.43,55.3,76.9
1995,10,199510,0,0.72,0.53,-0.42,-0.32,0.11,0.54,0.69,-99.9,-0.01,-99.9,31.6,5.86,58,0.68,-0.62,2.04,0.56,24,218,1.42,0.96,0.06,0.86,-0.04,-0.02,0.83,45.3,70.8
1995,11,199511,0,-1.59,-1.35,-1.76,1.07,-0.73,0.52,-0.25,-99.9,0.72,-99.9,70.2,3.81,41.9,1.13,1.13,1.56,1.13,0,688,0.7,1.42,1.03,0.86,0.36,0.11,0.76,31.6,52.2
1996,9,199609,0.6,-0.69,-0.95,-1.41,-0.02,-0.27,1.47,1.03,-99.9,-0.93,-0.04,52.8,7.88,66.2,4.11,4.11,5.41,4.11,106,49,1.75,1.83,1.96,1.69,2.07,2,1.11,56.5,76
1996,10,199610,0.6,0.15,0.49,-0.78,-0.54,-0.67,0.14,0.4,-99.9,-0.26,-99.9,43.2,3.69,56.3,4.1,4.1,1.23,4.1,12,274,0.44,1.68,1.8,1.85,1.64,1.77,1.31,44.7,67.8
1996,11,199611,-0.1,-0.72,1.38,0.26,1.61,-0.44,-2.39,0.01,-99.9,0.47,-99.9,52.6,3.72,41,4.31,4.31,1.9,4.31,0,710,0.64,0.63,1.64,1.79,1.78,1.93,1.44,30.9,51.1
1997,9,199709,-1.4,0.74,-0.81,0.38,0.36,0.22,0.31,-1.42,-99.9,-0.29,1.08,65.1,3.1,66.4,-1.43,-1.43,-0.86,-1.43,104,48,-0.02,-1.04,-0.87,-1.29,-1.13,-0.42,1.33,54.8,77.9
1997,10,199710,-1.5,-1.34,-1.5,-2.15,0.1,-0.12,1.3,-2.17,-99.9,0.29,-99.9,71.8,2.55,55.9,-1.71,-1.71,-1.3,-1.71,11,283,-0.22,-0.34,-1.1,-1.48,-1.17,-0.68,0.86,43.6,68.2
1997,11,199711,-1.2,-1.08,0.92,1.84,0.65,0.86,1.52,1.42,-99.9,1.18,-99.9,75.4,4.47,43.3,0.36,-1.18,1.07,-0.58,0,631,1.06,0.49,0.22,-0.5,-0.79,-0.59,0.91,33.7,53
1998,9,199809,1,-1.8,0.17,1.81,-0.52,0.42,0.54,1.41,-99.9,-0.14,0.42,81.2,1.81,71.6,-2.45,-2.45,-3.05,-2.45,225,7,-0.97,-1.34,-2.05,-0.51,1.18,1.07,0.53,58.5,84.7
1998,10,199810,1.1,0.2,0.71,1.32,-1.27,0.77,-0.53,-0.49,-99.9,-1.18,-99.9,72.3,1.5,57.4,-3.17,-3.17,-2.91,-3.17,16,244,-0.99,-1.58,-1.8,-1.39,0.11,0.95,0.19,44.7,70.2
1998,11,199811,1,-0.43,0.11,0.34,-0.52,0.7,-0.22,-0.37,-99.9,-3.44,-99.9,43.1,1.15,47.4,-4.15,-4.15,-3.92,-4.15,0,516,-1.29,-1.64,-1.87,-2.64,-0.91,0.31,-0.19,34.7,60.2
1999,9,199909,-0.1,0.5,1.07,0.6,-0.44,0.33,-0.5,1.24,-99.9,-0.03,0.04,37.8,10.37,66,2.23,-1.64,6.7,0.99,100,50,2.36,1.94,1.72,0.36,0.38,-0.13,0.75,55,76.9
1999,10,199910,1,0.73,-0.16,-0.45,-0.24,0.62,-0.61,0.81,-99.9,-0.08,-99.9,38.1,2.65,54.7,2.09,-1.38,0.26,1.2,6,319,-0.16,2.06,1.64,0.36,-0.07,0.06,0.71,42.6,66.8
1999,11,199911,1,0.55,-1.02,1.91,-1.33,0.45,-0.43,-0.39,-99.9,-1.06,-99.9,52,2.22,51.4,-0.29,-1.53,-0.88,0.61,0,401,-0.35,-0.43,1.63,0.59,-0.01,0.19,0.36,38.8,63.9
2000,9,200009,0.9,-0.06,-0.14,0.52,0.49,-1.21,1.19,1.42,-99.9,0.25,-0.81,53.7,4.83,65.7,1.99,1.99,2.08,1.99,88,57,0.77,0.67,0.73,1.02,0.51,0.1,-0.06,55.7,75.6
2000,10,200010,1.1,1.51,1.22,1.14,-0.72,0.44,-1.45,1.07,-99.9,-0.64,-99.9,68.3,0.09,57.5,-0.96,0.83,-2.89,-0.58,17,237,-2.76,-0.68,-0.46,0.06,-0.1,-0.39,-0.29,43.2,71.7
2000,11,200011,1.8,-1.1,0.64,-0.23,0.2,0.7,-0.9,1.91,-99.9,0.42,-99.9,67.8,1.88,43.6,-1.29,-1.29,-1.29,-1.29,0,636,-0.62,-2.1,-0.91,-0.04,-0.03,-0.51,-0.22,32.2,55
2001,9,200109,0.2,-0.49,-0.98,2.28,-0.46,0.04,-1.08,0.45,-99.9,-0.69,1.28,66.1,2.2,64.9,-0.34,0.59,-0.87,-0.27,79,66,-0.62,-0.66,-0.34,-0.26,-0.55,-1.45,-1.08,53.3,76.4
2001,10,200110,0,0.25,1.16,-0.58,-0.04,-0.08,0.54,1.32,-99.9,0.73,-99.9,70.7,0.89,55.2,-1.14,-1.14,-2.49,-1.14,11,287,-1.59,-1.73,-1.48,-0.38,-0.83,-1.36,-1.28,40.8,69.6
2001,11,200111,0.7,0.53,-0.62,0.79,-0.33,1.03,-0.67,-2.06,-99.9,0.31,-99.9,55.4,0.59,51.2,-2.37,-2.37,-4.07,-2.37,1,402,-1.92,-2.48,-2.24,-1.35,-1.14,-1.55,-1.41,36.6,65.7
2002,9,200209,-0.6,-0.54,-1.87,0.79,-0.4,0.6,0.46,0.88,-99.9,1.73,-0.56,59.1,3.49,69.4,-3.72,-3.72,-0.96,-3.72,158,21,0.19,-0.46,-0.63,-0.95,-1.19,-2.16,-3.06,58.5,80.2
2002,10,200210,-0.4,-1.97,0.7,-2.12,1.77,-0.55,0.78,0.06,-99.9,-0.84,-99.9,71.7,5.74,57.5,0.64,-2.69,1.92,-1.88,19,251,1.37,0.99,0.45,-0.23,-0.62,-1.22,-1.85,49.1,65.9
2002,11,200211,-0.5,-0.32,0.67,-1.51,2.05,1.46,0.45,0.8,-99.9,-0.04,-99.9,70.2,4.8,44.9,1.37,-1.62,2.38,0.14,0,590,1.24,1.7,1.32,0.33,0.27,-0.45,-1.37,35.2,54.5
2003,9,200309,-0.1,0.16,0.75,-2.17,-0.7,0.59,-1.04,-0.13,-99.9,1.43,0.36,29.8,8.15,66.7,6.53,6.53,5.65,6.53,114,44,1.82,1.87,2.17,2.97,3.09,3.09,1.48,56.7,76.6
2003,10,200310,0,-0.86,-1.89,-0.42,0.85,1.23,-0.58,-0.62,-99.9,-0.89,-99.9,54.2,2.66,55.2,5.92,5.92,0.21,5.92,8,305,-0.15,1.46,1.57,2.51,3.09,3.09,1.69,43.4,66.9
2003,11,200311,-0.3,0.77,0.98,0.69,-0.11,-1.65,0.32,1.51,-99.9,-0.69,-99.9,74.6,4.35,51.5,5.86,5.86,1.65,5.86,2,395,1,0.48,1.61,2.26,2.98,3.09,2.29,39.7,63.3
2004,9,200409,-0.3,0.52,0.09,0.26,-2.21,-0.11,-0.17,-0.21,-99.9,-0.66,-0.29,61.4,7.25,67.8,4.99,4.99,4.61,4.99,135,31,1.57,1.82,2.04,2.03,1.18,1.29,3.09,58.2,77.5
2004,10,200410,-0.1,-0.69,-0.6,0.89,-0.71,-1.37,-0.43,0.55,-99.9,-0.49,-99.9,47.3,2.35,57.3,4.35,4.35,-0.37,4.16,14,258,-0.35,1.1,1.44,1.68,1.31,1.3,3.09,47.8,66.9
2004,11,200411,-0.7,0.63,-1.45,0.65,-0.26,0.29,0.1,-0.97,-99.9,0.43,-99.9,62.1,4.21,49.5,4.47,4.47,1.69,4.47,0,462,0.92,0.3,1.27,1.88,1.65,1.34,3.09,39.2,59.9
2005,9,200509,0.4,0.76,1.44,0.57,-1.98,1.32,-0.91,-0.5,-99.9,1.34,-0.04,70.6,0.71,70.4,-2.36,-2.36,-3.79,-2.36,197,14,-3.09,-1.72,-0.89,-1.29,-1.36,-1.15,0.2,57.8,83
2005,10,200510,1.2,-0.55,0.57,1,-1.6,1.16,-0.88,0.48,-99.9,0.31,-99.9,56.5,5.53,58.2,-1.62,-1.62,1.5,-0.89,21,222,1.28,-0.09,-0.42,-0.57,-0.86,-0.58,0.54,48,68.4
2005,11,200511,-0.2,-0.46,-0.36,-1.84,0.35,-0.74,-1.14,0.49,-99.9,0.25,-99.9,42.3,3.66,48.7,-1.31,-1.31,0.4,-0.39,0,473,0.61,1.26,0.15,-0.2,-0.42,-0.73,0.39,35.9,61.6
2006,9,200609,-0.6,-1.43,1.82,0.05,0.47,0.31,0.41,0.45,-99.9,1.73,0.19,55,6.91,64.8,1.78,1.78,3.63,1.78,80,67,1.47,0.91,0.64,0.88,-0.21,0.45,-0.54,55.2,74.3
2006,10,200610,-1.3,-1.92,0.66,0.67,0.97,-0.76,0.5,1.22,-99.9,-0.5,-99.9,71,6.23,54.2,3.02,3.02,4.28,3.02,7,324,1.56,2.09,1.64,1.46,0.48,0.59,-0.03,42.9,65.4
2006,11,200611,0.1,0.33,1.68,-1.84,-0.38,-1.34,-0.27,-0.45,-99.9,-0.97,-99.9,55.3,5.28,48.7,3.73,3.73,3.05,3.73,0,472,1.48,1.99,2.38,2.21,1.24,0.86,0.07,37.6,59.8
2007,9,200709,0.2,0.85,-0.52,1.2,-1.29,1.52,-0.77,-0.53,-99.9,0.89,-0.49,56.2,1.54,69.4,-3.34,-3.34,-3.1,-3.34,163,20,-1.27,-1.34,-1.65,-1.57,-1.58,-0.6,-0.13,56.5,82.3
2007,10,200710,0.7,1,-0.33,0.4,-1.96,0.77,-1.07,-0.16,-99.9,-0.81,-99.9,41.2,4.72,62.5,-3,-3,-0.02,-2.94,68,122,0.93,-0.08,-0.49,-1.25,-1.3,-0.94,-0.27,50.3,74.8
2007,11,200711,0.9,0.48,-2.07,-0.04,0.68,0.65,-0.5,-0.81,-99.9,-0.65,-99.9,59.9,1.05,46.2,-3.72,-3.72,-3.1,-3.72,0,552,-1.39,-0.03,-0.72,-1.35,-1.58,-1.7,-0.63,34.6,57.8
2008,9,200809,1.2,1.14,-0.3,-0.83,-0.11,0.89,-0.77,1.16,-99.9,-0.31,0.55,45.6,4.34,68.2,-1.95,-1.95,0.37,-1.34,141,29,0.58,0.17,-0.07,0.33,-0.32,-0.25,-0.72,58.1,78.3
2008,10,200810,1.3,0.47,0.08,0.19,-1,1.11,-0.9,-0.97,-99.9,1.37,-99.9,59.2,1.49,54.8,-2.41,-2.41,-1.98,-2.41,7,312,-1,-0.26,-0.46,-0.6,-0.27,-0.91,-1.36,42.5,67
2008,11,200811,1.3,-0.47,-0.89,0.33,0.65,1.05,-1.28,-0.71,-99.9,0.58,-99.9,51.6,2.89,44.1,-2.43,-2.43,-0.81,-2.43,0,609,0.12,-0.67,-0.23,-0.72,-0.18,-0.6,-1.57,33.8,54.3
2009,9,200909,0.3,1.62,0.59,-1.02,-1.02,1.03,-0.22,-0.8,-99.9,0.46,2.32,63.7,3.72,66.6,1.25,1.25,0.45,1.25,104,45,0.3,0.13,-0.09,0.68,0.1,-0.02,-0.26,57,76.2
2009,10,200910,-1.2,-0.61,0.96,-2.05,0.7,0.64,0.34,-0.74,-99.9,-1.98,-99.9,70.4,3.12,55.3,1.18,1.18,0.15,1.18,9,295,0.13,0.15,0.07,0.73,0.19,0.26,-0.5,44.6,65.9
2009,11,200911,-0.6,-0.16,1.48,1.27,-1.62,0.19,-0.42,0.82,-99.9,-0.56,-99.9,62.9,6.68,49.5,2.51,2.51,4.37,2.51,0,453,2.11,1.46,1.19,1.09,1.37,0.92,0.21,39.3,59.6
2010,9,201009,2.2,-0.62,0.55,0.05,-0.34,1.07,-1.08,0.5,-99.9,0.05,0.59,47.9,5.36,70,-2.24,-2.24,0.79,-1.85,190,16,0.97,0.84,0.16,-0.55,-0.17,1.18,0.91,56.8,83.2
2010,10,201010,1.7,-0.5,-0.78,0.67,-0.58,2.15,-0.03,0.33,-99.9,-1.06,-99.9,54,3.79,58,-2,-2,0.04,-1.53,22,223,0.49,0.96,0.9,0.03,-0.21,1.34,1.17,45.6,70.4
2010,11,201011,1.3,-1.84,0.24,-0.33,0.27,-0.81,-0.96,-0.08,-99.9,1.17,-99.9,55.2,2,46.3,-2.3,-2.3,-1.51,-2.3,0,551,-0.53,-0.02,0.53,-0.28,-0.37,0.51,1.02,34,58.6
2011,9,201109,1,0.67,1.77,0.51,-0.53,-0.39,-0.29,-0.61,-99.9,-1.13,2.31,60.3,6.83,68.2,1.23,1.23,3.13,1.23,145,30,1.45,1.46,1.21,1.12,0.67,0.5,1.31,59.3,77
2011,10,201110,0.8,0.94,-0.28,1.06,-0.81,0.86,0.12,-0.27,-99.9,0.3,-99.9,46.5,3.78,55.5,1.54,1.54,1.32,1.54,11,289,0.48,1.41,1.47,0.96,1.17,0.52,1.36,44.5,66.5
2011,11,201111,1.1,1.3,-0.09,0.39,-1.34,-0.76,2.08,0.62,-99.9,-0.4,-99.9,73.4,3.86,49.4,1.81,1.81,1.29,1.81,0,454,0.72,0.72,1.44,1.11,1.59,0.83,0.95,37.1,61.7
2012,9,201209,0.2,-0.43,0.38,0.69,0.16,-0.39,-0.49,-0.93,-99.9,-0.7,0.83,41.3,4.14,66.9,-1.04,-1.04,0.46,-0.56,115,40,0.49,0.49,0.41,0.01,-0.33,0.11,0.47,55.9,77.9
2012,10,201210,0.3,-1.73,-0.32,-2.53,0.58,-1.13,-1.01,-0.28,-99.9,-0.17,-99.9,57.3,4.09,56.4,-0.65,-0.65,0.84,0.31,15,263,0.64,0.66,0.68,0.33,0.09,0.17,0.45,45.6,67.2
2012,11,201211,0.3,-0.74,1.15,-2.02,0.12,-1.06,-0.59,0.68,-99.9,-0.19,-99.9,44.7,0.67,42.7,-1.31,-1.31,-2.16,-1.31,0,659,-1.82,-0.48,-0.17,-0.27,-0.26,-0.49,0.23,31.4,54.1
2013,9,201309,0.3,0.38,-0.57,1.93,-1.44,0.41,-0.58,0.38,-99.9,-1.59,0.85,61,1.64,66.3,2.2,2.2,-1.26,1.62,97,50,-1.15,-0.62,0.11,0.92,1.17,0.75,0.67,55,77.6
2013,10,201310,-0.1,-0.88,1.39,-0.09,0.99,-0.21,0.63,0.67,-99.9,0.75,-99.9,78.6,3.09,57.6,1.92,1.92,-0.18,1.21,20,235,0.11,-0.78,-0.57,0.86,0.62,0.61,0.52,47.3,68
2013,11,201311,0.7,0.81,0.09,-0.04,1.16,-1.14,-0.88,-0.7,-99.9,2.58,-99.9,57.1,3.03,43.7,1.86,1.86,0.41,1.28,0,624,0.22,0.12,-0.56,0.82,0.82,1.03,0.36,32.6,54.9
2014,9,201409,-0.7,1.72,0.2,-1.23,0.2,0.78,0.47,1.14,-99.9,1.1,0.93,67.6,2.97,68.1,1.06,1.06,-0.76,0.27,137,31,-0.09,0.03,-0.26,0.13,-0.09,0.43,0.91,58.9,77.4
2014,10,201410,-0.6,-0.87,1.02,-0.32,-0.66,1.14,-0.37,1.11,-99.9,-1.03,-99.9,49,4.02,57.9,1.1,1.1,0.44,0.46,23,224,0.6,0.21,0.28,0.04,0.23,0.6,0.85,46.9,68.9
2014,11,201411,-0.9,0.58,0.43,0.13,3.21,0.64,1.28,1.77,-99.9,1.75,-99.9,76.1,3.13,42.2,1.16,1.16,0.53,0.69,0,663,0.28,0.54,0.22,-0.01,0.24,0.58,1.15,31.2,53.1
