yyyy,mm,yearmonth,SOI,NAO,EA,WP,EP_NP,PNA,EA_WR,SCA,TNH,POL,PT,expl_var,PCP,TAVG,PDSI,PHDI,ZNDX,PMDI,CDD,HDD,SP01,SP02,SP03,SP06,SP09,SP12,SP24,TMIN,TMAX
2010,8,201008,1.8,-1.69,1.17,0.41,-1.48,1.07,-0.77,-0.3,-99.9,1.14,-1.2,50.8,4.56,76.1,-2.8,-2.8,-1.01,-2.8,359,0,0.35,-0.61,-1.06,-0.91,0.29,0.95,0.83,65.9,86.2
2011,6,201106,0.2,-0.98,-0.22,0.81,-0.48,0.35,-0.33,-0.57,-99.9,-1.05,-99.9,36.8,3.28,73.4,0.54,-1.36,-0.91,-0.31,272,2,-0.45,-0.09,0.48,-0.1,-0.14,-0.2,0.74,61.8,85
2011,7,201107,1,-1.48,0.41,-0.27,-2.23,-0.75,-0.79,2.48,-99.9,-0.31,-99.9,32.4,4.16,77.9,0.08,-1.63,-1.22,-0.99,423,0,-0.24,-0.48,-0.21,0.23,-0.42,0.11,0.8,66.7,89
2011,8,201108,0.4,-1.85,1.04,-0.51,-0.67,1.4,0.97,0.24,-99.9,-0.29,1.04,39.2,5.14,74.9,0.2,-1.33,0.39,-0.54,324,0,0.65,0.24,-0.03,0.81,-0.06,0.25,0.97,64,85.7
2012,6,201206,-0.4,-2.25,-0.11,-1.39,-0.95,-0.42,0.01,-1.42,-99.9,-1.75,-99.9,51.2,2.85,70.2,-1.42,-1.42,-0.96,-1.42,185,9,-0.84,-0.41,-0.49,-0.75,-0.06,0.53,0.28,57.9,82.5
2012,7,201207,0,-1.29,1.02,0.58,-1.01,-0.57,-1.43,-0.56,-99.9,1.01,-99.9,33.1,4.63,78.7,-1.54,-1.54,-0.8,-1.54,447,0,0.13,-0.46,-0.27,-0.47,-0.22,0.65,0.6,67.9,89.4
2012,8,201208,-0.2,-1.39,1.36,-0.07,0.63,-0.2,1.15,0.85,-99.9,0.98,1.01,51.4,4.74,74,-1.33,-1.33,0.16,-1.17,307,1,0.45,0.27,-0.16,-0.18,-0.38,0.58,0.68,63.9,84.1
2013,6,201306,1.2,0.83,0.66,-0.47,1.68,-0.35,-2.3,0.3,-99.9,-0.01,-99.9,58.4,7.02,72.2,2.22,2.22,4.3,2.22,236,2,1.9,1.63,1.48,1.54,0.9,0.99,1.17,62.3,82
2013,7,201307,0.8,0.7,0.63,-0.88,0.93,-0.71,-0.17,-0.03,-99.9,-0.3,-99.9,33.1,6.46,75.6,2.88,2.88,2.67,2.88,359,0,1.44,2.1,1.93,1.41,1.15,1.31,1.5,66.7,84.6
2013,8,201308,0.2,1.12,0.34,-0.17,-1.09,-0.06,-1.94,-0.82,-99.9,-0.03,0.76,69.1,4.47,71.8,2.92,2.92,1.03,2.92,228,3,0.3,0.93,1.72,1.54,1.63,1.19,1.39,62.6,81.1
2014,6,201406,0.2,-0.67,-1.03,-0.3,-0.69,-1.44,0.03,0.19,-99.9,-0.01,-99.9,38.1,3.49,72.5,1.83,1.83,-0.47,1.55,239,2,-0.27,0.03,0.57,0.19,0.74,0.6,1.23,61.5,83.5
2014,7,201407,-0.2,0.21,0.58,-1.63,0.33,0.5,-0.31,1.56,-99.9,-0.93,-99.9,49.5,3.82,73.5,1.42,1.42,-0.68,0.78,291,1,-0.52,-0.55,-0.25,0.1,0.62,0.12,1.1,63,84.1
2014,8,201408,-0.7,-2.28,0.75,-0.77,-1.03,1.35,-1.69,-0.59,-99.9,1.57,0.96,55,4.69,71.4,1.47,1.47,0.6,1.04,217,4,0.42,-0.1,-0.25,0.11,0.61,0.2,1.12,61.8,80.9
