yyyy,mm,yearmonth,SOI,NAO,EA,WP,EP_NP,PNA,EA_WR,SCA,TNH,POL,PT,expl_var,PCP,TAVG,PDSI,PHDI,ZNDX,PMDI,CDD,HDD,SP01,SP02,SP03,SP06,SP09,SP12,SP24,TMIN,TMAX,CAPCP,CATAVG,CAPDSI,CAPHDI,CAZNDX,CAPMDI
1951,3,195103,-0.1,-1.47,-2.34,-0.29,0.2,-1.09,0.11,-0.91,-99.9,-1.29,-99.9,77.6,3.87,44,-0.61,-0.61,0.29,-0.61,0,651,0.17,0.01,-0.72,-0.9,-0.25,-0.25,0.05,33.4,54.6,2.34,30.2,1.48,1.48,0.49,0.89
1951,4,195104,-0.3,-0.38,0.42,-0.19,0.02,0.47,-2.31,-0.77,-99.9,-0.38,-99.9,66.3,3.85,53.2,-0.27,-0.27,0.86,0.37,0,347,0.48,0.33,0.15,-0.41,-0.39,0.16,0.11,41.1,65.2,2.27,34.54,1.62,1.62,0.89,1.31
1951,5,195105,-0.7,-0.5,-1.13,0.7,-0.04,1.19,0.93,0.5,-99.9,-0.19,-99.9,40.2,2.61,62.4,-0.72,-0.72,-1.46,-0.72,50,121,-0.96,-0.39,-0.29,-0.69,-0.42,-0.45,-0.2,49.5,75.4,2.6,38.55,1.78,1.78,0.98,1.78
1952,3,195203,0.5,-1.97,0.26,0.06,-2.13,-0.69,0.16,-0.39,-99.9,0.25,-99.9,61.6,5.09,43.5,1.71,1.71,1.94,1.71,0,671,0.98,0.67,1.09,1.05,0.15,0.41,0.11,32,55,2.35,49.73,1.65,1.65,0.15,1.65
1952,4,195204,-0.2,0.95,0.95,0.28,-2.44,0.89,0.12,1.01,-99.9,0.13,-99.9,66.2,4.53,54.8,2.04,2.04,1.52,2.04,4,300,0.99,1.29,0.98,1.59,0.56,0.51,0.51,43.3,66.3,2.37,60.76,0.92,0.92,1.66,0.01
1952,5,195205,0.8,-0.99,-0.18,0.93,0.06,-0.79,0.24,-0.38,-99.9,-0.81,-99.9,24.1,3.76,63.4,-0.08,1.75,-0.23,1.58,58,111,-0.08,0.61,0.99,1.34,0.72,0.74,0.22,51.1,75.6,3.44,66.65,1.54,1.54,2.14,1.54
1953,3,195303,-0.2,-0.45,-1.02,0.58,-2.29,-0.44,1.73,-1.16,-99.9,2.08,-99.9,75.5,4.66,45.9,0.7,0.7,1.08,0.7,0,595,0.71,0.65,0.6,0.46,0.26,0.22,0.43,35,56.8,2.85,73.69,1.64,1.64,0.78,1.64
1953,4,195304,0.2,-1.96,-0.02,-1.86,-0.07,0.78,-1.66,-0.19,-99.9,-0.01,-99.9,63.8,3.13,53.9,-0.07,-0.07,-0.22,0.55,2,330,-0.12,0.37,0.42,0.82,0.42,-0.06,0.36,41.9,65.8,2.61,71.89,1.62,1.62,0.42,1.62
1953,5,195305,-1.7,-0.56,-1.54,-0.51,-0.63,1.14,0.09,-0.53,-99.9,-0.81,-99.9,58,3.98,68.5,-0.35,-0.35,-0.86,-0.35,150,39,0.09,-0.02,0.33,0.23,0.19,-0.02,0.55,56.6,80.3,2.57,64.09,1.64,1.64,0.57,1.64
1954,3,195403,0.3,-1.27,-0.46,0.66,1.51,-1.44,0.48,0.38,-99.9,2.58,-99.9,87.3,4.07,44.2,-2.88,-2.88,0.52,-2.61,0,637,0.31,-0.41,0.15,-0.64,-1.54,-1.36,-0.78,32.5,56,2.3,54,1.67,1.67,0.59,1.67
1954,4,195404,0.6,1.31,-2.77,-0.53,0.08,-2.86,-0.29,-0.54,-99.9,-1.44,-99.9,78.8,2.74,58.8,-3.1,-3.1,-1.56,-3.1,14,204,-0.48,-0.16,-0.68,-0.34,-1.15,-1.41,-1.01,45.8,71.7,2.43,38.08,1.95,1.95,1.36,1.95
1954,5,195405,0.5,-0.03,-0.79,1.39,0.2,0.65,-2.13,0.31,-99.9,-1.95,-99.9,71,4.35,59.6,-2.41,-2.41,1.12,-1.89,27,177,0.36,-0.03,0.07,0.1,-0.74,-1.38,-1.03,47.8,71.4,3.12,31.23,2.69,2.69,2.82,2.69
1955,3,195503,0.6,-0.96,-1.37,0.51,-0.13,-2.47,0.25,-0.21,-99.9,-1.13,-99.9,70.8,5.21,47.4,0.84,-1.47,1.6,-0.28,4,549,1.05,1.1,0.18,0.62,-0.4,-0.63,-1.4,35.8,58.9,2.44,32,3.19,3.19,2.33,3.19
1955,4,195504,-0.1,-0.6,-1.52,1.18,-1.35,-0.24,-0.01,-0.14,-99.9,0.43,-99.9,53.2,3.4,57.7,-0.16,-1.48,-0.48,-0.48,10,230,0.11,0.79,0.95,0.22,-0.15,-0.52,-1.36,45.4,69.9,2,35.46,2.85,2.85,0.03,2.78
1955,5,195505,1,-0.26,0.51,-0.26,-1.61,-0.42,0.92,-1.27,-99.9,-0.09,-99.9,56.9,2.84,65.1,-0.69,-1.87,-1.64,-1.46,86,78,-0.78,-0.52,0.19,-0.15,-0.19,-0.83,-1.61,52.4,77.9,2.93,37.69,3.28,3.28,2.18,3.28
1956,3,195603,1.3,-0.46,-0.39,0.11,-1.13,-0.97,0.33,0.9,-99.9,1.53,-99.9,59.8,3.38,43.5,0.41,-0.81,-0.29,0.02,0,672,-0.2,0.65,-0.13,-1.35,-0.23,-0.34,-0.68,31.8,55.3,2.4,51.66,0.13,2.81,0.4,2.59
1956,4,195604,0.9,-1.3,-1.35,0.73,0.29,-0.17,-0.08,0.25,-99.9,-0.7,-99.9,59.7,3.47,52,0.55,-0.55,0.54,0.55,0,382,0.17,-0.14,0.55,-1.03,-0.08,-0.35,-0.57,40.1,63.9,2.69,60.58,0.35,2.29,0.68,1.74
1956,5,195605,1.4,2.1,-0.2,2,-0.05,-0.17,0.61,-0.82,-99.9,0.3,-99.9,47.3,2.55,63.2,-0.55,-1.05,-1.66,-0.66,54,115,-1,-0.65,-0.7,-1.17,-1.36,-0.42,-0.91,50.3,76.2,2.2,70.75,1.2,1.17,2.66,0.47
1957,3,195703,0.2,-1.73,0.11,-1.42,-0.56,0.78,0.45,-0.27,-99.9,-0.37,-99.9,71.1,2.72,44,-0.4,0.85,-1.21,0.1,0,648,-0.75,0.39,0.51,0.47,0.73,0.22,-0.08,33.7,54.3,2.39,74.1,1.85,1.85,2.33,1.85
1957,4,195704,0.2,0.39,-1.38,0.52,0.26,-0.41,-0.48,0.83,-99.9,0.07,-99.9,33.3,4.03,57.8,-0.25,0.88,0.35,0.27,10,225,0.62,-0.19,0.55,0.35,0.42,0.3,0.02,45.2,70.4,2.62,72.82,2.03,2.03,1.13,2.03
1957,5,195705,-0.7,-0.68,-1.72,0.46,0.85,1.24,-1.42,0.08,-99.9,-0.1,-99.9,81.7,2.56,65.1,-0.88,-0.88,-1.98,-0.88,86,79,-0.99,-0.31,-0.74,0.03,0.41,0.31,-0.08,52.6,77.6,1.53,65.89,2.94,2.94,3.35,2.94
1958,3,195803,0.3,-2.46,-1.02,0.76,0.45,0.18,2.15,0.28,-99.9,-0.4,-99.9,81.9,4.54,39.6,2.24,2.24,1.65,2.24,0,789,0.63,0.7,0.65,1.06,0.75,0.57,0.54,31.1,48,0.54,52.95,4.01,4.01,4.11,4.01
1958,4,195804,0.4,0.26,-1.21,0.89,0.73,0.31,0.38,1.31,-99.9,0.26,-99.9,57.6,4.59,54.2,2.57,2.57,1.69,2.57,1,321,1.04,1.05,1.03,1.36,1.49,0.66,0.7,42.8,65.5,2.15,39.92,3.98,3.98,1.14,3.98
1958,5,195805,-0.5,-0.17,1.17,1.91,0.11,0.66,-0.24,-0.34,-99.9,0.07,-99.9,24.3,4.93,62.7,2.74,2.74,1.31,2.74,53,118,0.78,1.21,1.26,1.37,1.73,1.13,1.1,51.4,74.1,2.45,33.44,4.08,4.08,1.53,4.08
1959,3,195903,1.3,-0.56,2.68,-0.51,-2.03,0.21,0.39,0.46,-99.9,1.84,-99.9,82.9,3.16,43.7,-1.56,-1.56,-0.6,-1.56,0,650,-0.38,-0.99,-1.46,-1.26,-1.04,-0.37,0.15,30.7,56.7,2.64,36.43,3.98,3.98,0.96,3.98
1959,4,195904,0.4,0.25,0.48,-0.05,0.22,-0.9,-0.07,0.26,-99.9,-0.94,-99.9,31,4.65,56.2,-0.92,-0.92,1.45,-0.09,6,262,1.08,0.38,-0.22,-0.61,-0.72,-0.38,0.24,43.6,68.8,2.06,35.87,3.54,3.54,0.09,3.44
1959,5,195905,0.5,0.41,-1.84,-0.64,0.3,-0.3,-0.12,0.73,-99.9,-0.89,-99.9,69,2.67,66.6,-1.53,-1.53,-2.11,-1.53,111,57,-0.91,0.1,-0.22,-0.77,-1.36,-0.82,0.23,54.7,78.4,2.61,43.75,3.31,3.31,0.42,3.31
1960,3,196003,1,-0.93,0.09,-1.48,0.12,-0.69,3.27,1.75,-99.9,0.2,-99.9,71.9,3.31,32.1,1.36,1.36,0.59,1.36,0,1003,-0.26,0.78,0.35,0.91,0.96,0.55,0.13,21.9,42.4,2.96,48.76,2.23,2.23,2.22,1.28
1960,4,196004,0.8,1.33,-1.89,-0.21,-0.39,-0.07,-0.6,0.93,-99.9,-0.49,-99.9,67.3,2.93,58,0.84,0.84,-1.17,0.09,13,213,-0.3,-0.47,0.47,0.17,0.42,0.21,-0.06,44.2,71.7,3.26,59.18,1.52,1.52,1.46,0.03
1960,5,196005,0.5,0.47,-0.68,-0.1,-0.74,0.99,-1.3,0.47,-99.9,-1.28,-99.9,65.7,5.36,61.3,1.44,1.44,2.07,1.44,40,145,1.08,0.61,0.25,0.39,0.88,0.73,-0.06,49.4,73.1,2.54,70.18,1.82,1.82,1.38,0.81
1961,3,196103,-1.8,0.17,-0.45,-0.16,-1.47,0.28,-0.62,-1.64,-99.9,0.12,-99.9,70.2,4.01,47.7,0.76,0.76,0,0.76,3,547,0.27,1.1,0.68,-0.52,-0.12,-0.09,0.31,36.6,58.8,2.65,74.17,1.78,1.78,0.44,0.92
1961,4,196104,0.8,-1.83,1.52,0.37,0.6,-1.14,1.25,-0.34,-99.9,-0.59,-99.9,75,3.69,49.3,1.09,1.09,1.24,1.09,0,459,0.35,0.32,1.07,-0.18,0.04,0.02,0.21,38.5,60.1,2.29,72.1,2,2,1.21,1.51
1961,5,196105,0.3,-0.28,-0.72,1.44,0.26,-0.25,-0.38,0.41,-99.9,1.04,-99.9,29.6,4.38,59.5,1.37,1.37,1.18,1.37,25,183,0.38,0.49,0.45,0.33,0.06,-0.17,0.43,47.5,71.6,1.5,66.16,2.92,2.92,3.39,2.92
1962,3,196203,0.1,-2.99,-1.26,-0.3,0.25,-0.71,-0.33,-0.92,-99.9,-0.89,-99.9,74.4,4.16,41.3,2.29,2.29,0.97,2.29,0,731,0.37,0.6,0.76,1.14,0.6,0.92,0.57,31,51.6,1.51,56.21,3.4,3.4,2.35,3.4
1962,4,196204,0.2,0.93,-0.52,-1.18,0.56,-1.5,-0.29,0.64,-99.9,0.81,-99.9,72.6,3.54,52.6,2.24,2.24,0.54,2.24,0,351,0.23,0.32,0.53,0.88,0.85,0.89,0.67,40.6,64.5,1.79,43.88,3.93,3.93,2.62,3.93
1962,5,196205,1.1,-0.04,-1.05,0.24,0.26,-1.11,0.24,-1.25,-99.9,0.3,-99.9,68,3.29,67.1,1.53,1.53,-1.44,0.82,115,54,-0.43,-0.18,0,0.85,0.57,0.7,0.41,54.7,79.5,2.5,33.69,4.17,4.17,1.93,4.17
1963,3,196303,1.1,-0.85,0.85,-0.93,-1.31,-2.04,2.08,-0.6,-99.9,1.11,-99.9,71.9,5.67,47.9,0.85,1.23,2.14,0.88,4,532,1.32,0.68,0.01,0.34,-0.24,0.01,0.64,35.2,60.6,2.54,30.9,4.16,4.16,1.27,4.16
1963,4,196304,0.8,-1.61,-1.04,0.96,-0.25,-0.79,-0.46,0.95,-99.9,1.22,-99.9,56.2,1.1,55.7,-1.08,-1.08,-3.24,-1.08,4,285,-2.4,-0.18,-0.42,0.18,-0.67,-0.47,0.34,42,69.3,1.49,41.41,4.61,4.61,2.62,4.61
1963,5,196305,0.4,2.05,-0.62,2.03,0.57,-0.95,-1.84,0.94,-99.9,-0.23,-99.9,87.4,2.42,62,-1.68,-1.68,-2.14,-1.68,45,128,-1.1,-2.43,-0.79,-1.12,-0.57,-0.65,0.04,49.4,74.6,2.16,39.25,4.32,4.32,0.55,4.32
1964,3,196403,1.1,-1.66,1.07,-0.29,-1.39,-1.31,1.42,1.17,-99.9,2.01,-99.9,64,2.63,45.1,-1.8,-1.8,-1.47,-0.84,0,608,-0.83,0.25,0.49,-0.05,-1.11,-1.68,-1.15,32.9,57.2,2.4,54.18,4.31,4.31,1.32,4.31
1964,4,196404,1.1,0.25,0.05,1.99,-2.03,-1.3,0.93,0.84,-99.9,0.6,-99.9,63,3.49,53.9,-1.53,-1.53,0.26,-0.47,0,347,0.19,-0.54,0.2,0.72,-0.57,-1.19,-1.15,42.5,65.4,2.69,58.59,3.84,3.84,0.08,3.75
1964,5,196405,0.2,0.53,0.72,0.19,0.33,-2.27,0.7,0.07,-99.9,1.71,-99.9,76.3,1.68,64.3,-2.34,-2.34,-2.91,-2.18,77,87,-1.7,-1.2,-1.42,-0.66,-0.58,-1.36,-1.47,51.6,77.1,2.5,68.85,3.81,3.81,1.1,3.81
1965,3,196503,0.8,-1.99,0.89,-1.17,2.23,-0.8,-1.84,-0.42,-99.9,1.92,-99.9,78.2,4.38,41.1,-0.87,-0.87,1.28,0.1,0,745,0.52,0.5,0.27,0.23,0.08,-0.6,-1.6,30.4,51.8,2.01,75.47,4.34,4.34,2.76,4.34
1965,4,196504,-0.5,0.64,-1.89,0.49,1.02,-1.07,0.67,0.29,-99.9,0.57,-99.9,55.1,2.78,53.2,-0.97,-0.97,-0.58,-0.24,0,371,-0.44,0.03,0.14,-0.05,-0.01,-0.74,-1.36,41.5,64.8,2.52,72.18,4.31,4.31,1.25,4.31
1965,5,196505,0.2,-0.52,-0.85,1.18,0.07,-0.42,2.95,-0.61,-99.9,0.64,-99.9,59.2,2.34,67.5,-1.76,-1.76,-2.67,-1.76,131,45,-1.17,-1.23,-0.65,-0.46,-0.23,-0.64,-1.46,54.7,80.3,1.95,66.45,4.62,4.62,2.27,4.62
1966,3,196603,-0.9,0.18,-2.42,-0.76,-0.94,0.43,1.5,-0.45,-99.9,-0.55,-99.9,60.2,1.78,45.2,-4.12,-4.12,-2.59,-4.12,0,609,-1.7,-0.56,-0.13,-1.96,-1.82,-2.18,-1.95,32.4,57.9,2.35,54.68,4.05,4.05,0.29,3.88
1966,4,196604,-0.2,-0.96,0.73,0.08,1.96,-0.54,0.08,1.5,-99.9,-0.73,-99.9,58.8,2.91,50.8,-3.7,-3.7,-0.03,-3.66,0,429,-0.32,-1.37,-0.72,-1.96,-1.81,-2.05,-2.04,40.2,61.5,1.54,44.06,4.63,4.63,3,4.63
1966,5,196605,-0.4,0.25,1.02,0.51,-0.67,-0.15,0.06,0.24,-99.9,2.35,-99.9,45.8,3.79,62.2,-3.32,-3.32,0.01,-3.21,45,129,-0.05,-0.25,-1.11,-1.15,-1.66,-1.83,-1.8,49.8,74.5,2,33.91,5.14,5.14,2.96,5.14
1967,3,196703,1.2,1.18,-1.34,0.02,0.87,-2.25,-0.01,-0.73,-99.9,-0.44,-99.9,80.7,3.5,45.5,-0.69,-1.65,-0.38,-0.83,0,624,-0.11,-0.19,-0.82,-0.56,-0.38,-0.66,-1.99,33,58.1,1.69,29.35,5.9,5.9,3.87,5.9
1967,4,196704,0,0.05,-2.75,1.51,0.14,-1.91,-1.07,-1.12,-99.9,1.63,-99.9,78.5,1.68,56.3,-1.47,-2.33,-2.56,-2.13,5,269,-1.62,-1.08,-1.01,-1.27,-0.46,-0.89,-2.16,43.1,69.5,2.22,31.05,5.86,5.86,1.7,5.86
1967,5,196705,0,-0.87,0.9,-1.38,2.02,-0.8,-0.18,1.37,-99.9,0.98,-99.9,77.2,4.31,58.2,-0.98,-1.75,1.02,-1.09,13,225,0.33,-0.67,-0.66,-0.93,-0.1,-0.82,-1.93,46.2,70.2,1.98,40.06,5.7,5.7,1.34,5.7
1968,3,196803,0.1,0.02,-1.61,-0.04,0.05,0.13,2.16,-1.36,-99.9,0.98,-99.9,42.5,3.88,47.1,-1,-1,-0.09,-0.95,3,549,0.17,-1.34,-1.19,-0.58,-0.43,-0.87,-1.07,33.8,60.4,2.49,52.86,5.31,5.31,0.58,5.31
1968,4,196804,0,-1.32,0.42,-0.91,-2.88,-1.11,-0.01,-0.2,-99.9,-0.36,-99.9,55.8,2.68,54.5,-1.2,-1.2,-0.92,-1.2,0,311,-0.54,-0.29,-1.38,-0.55,-0.46,-0.69,-1.1,41.8,67.2,2.92,61.29,4.86,4.86,0.31,4.86
1968,5,196805,1.2,-1.58,0.4,-0.93,1.07,0.23,0.16,0.74,-99.9,1.62,-99.9,79.4,4.14,60.3,-0.83,-0.83,0.75,-0.26,29,171,0.21,-0.18,-0.13,-0.21,-0.87,-0.75,-1.15,48.4,72.2,2.47,66.54,4.53,4.53,0.51,4.53
1969,3,196903,0.4,-2.04,0.02,0.56,-0.02,0.47,1.61,0.52,-99.9,1.19,-99.9,71.4,3.45,39.5,-1.52,-1.52,0.24,-1.31,0,773,-0.15,-0.1,-0.54,-0.33,-1.13,-1.16,-1.43,28.2,50.9,2.92,74.44,3.96,3.96,0.32,3.78
1969,4,196904,-0.4,1.52,-1.37,1.58,0.32,0.48,0.56,0.28,-99.9,0.6,-99.9,58.2,2.24,55.8,-1.94,-1.94,-1.72,-1.94,4,273,-0.98,-0.78,-0.65,-0.85,-1.13,-1.22,-1.35,43.2,68.4,2.74,73.87,3.57,3.57,0.07,3.36
1969,5,196905,-0.2,0.56,0.97,1.65,1,1.02,0.99,1.47,-99.9,-0.72,-99.9,68.7,2.42,63.5,-2.37,-2.37,-1.87,-2.37,63,101,-1.1,-1.55,-1.28,-1.52,-1.26,-1.58,-1.69,50.4,76.5,2.11,65.88,3.68,3.68,1.44,3.68
1970,3,197003,0.6,-1.41,-0.7,-0.29,0.62,0.49,-4.17,1.11,-99.9,-0.27,-99.9,88.2,3,41.3,-0.72,-0.72,-0.54,-0.72,0,747,-0.51,-0.36,-1.16,-0.72,-0.07,-0.42,-1.11,30.9,51.8,2.04,55.04,3.47,3.47,0.51,3.47
1970,4,197004,-0.1,-1.56,1.2,0.87,-0.45,-0.66,-0.18,-0.41,-99.9,1.11,-99.9,67.4,3.77,54.6,-0.47,-0.47,0.53,-0.47,0,323,0.42,-0.18,-0.18,-0.11,-0.31,-0.16,-0.95,42.2,67,1.92,38.23,3.37,3.37,0.76,3.37
1970,5,197005,0.4,1.11,-0.41,-0.15,-0.57,-0.5,-0.2,0.81,-99.9,0.17,-99.9,46.6,2.34,65.1,-1.17,-1.17,-2.25,-1.17,91,73,-1.17,-0.6,-0.83,-0.41,-0.89,-0.19,-1.3,52.2,78,2.24,31.71,3.37,3.37,1.05,3.37
1971,3,197103,2.3,-1.28,-1.59,-0.15,-0.22,-0.28,-0.32,0.3,-99.9,0.42,-99.9,49,2.69,41.4,-0.32,-1.12,-0.95,-0.49,0,724,-0.78,0.33,0.08,0.28,-0.27,-0.64,-0.74,30.1,52.7,2.27,31.01,3.27,3.27,0.73,3.27
1971,4,197104,1.7,-0.41,-1.74,-0.08,-1.95,0.23,0.66,0.41,-99.9,-0.81,-99.9,55.5,2.34,52.2,-0.62,-1.34,-1.01,-1.1,0,381,-0.87,-1.17,-0.22,-0.14,-0.59,-0.91,-0.72,37,67.4,2.62,32.27,2.23,2.23,2.1,1.33
1971,5,197105,0.9,0.51,-0.43,0.76,-1.14,1.09,0.72,1.34,-99.9,1.16,-99.9,41.2,7.84,60.3,1.75,1.75,5.25,1.75,31,163,2.74,1.51,0.78,0.63,0.4,0.09,-0.06,48.3,72.2,1.82,40.75,2.67,2.67,2.01,2.52
1972,3,197203,0.6,0.35,-1.88,-1.87,-1.36,-0.1,2.15,0.15,-99.9,-0.45,-99.9,65.6,2.37,44.4,0.96,0.96,-1.72,-0.07,0,639,-1.08,0.38,0.21,0.7,0.52,0.87,0.17,33.1,55.7,2.07,49.37,2.58,2.58,0.55,2.58
1972,4,197204,-0.1,-0.38,-1.15,-0.01,-1.52,-1.95,-0.57,-0.89,-99.9,0.67,-99.9,68.3,3.74,53.1,1.1,1.1,0.73,0.37,0,357,0.39,-0.55,0.42,-0.28,0.71,1.12,0.19,40.3,66,2.6,61.77,2.78,2.78,1.41,2.78
1972,5,197205,-1.6,0.93,-0.42,1.23,0.31,0.21,0.03,1.63,-99.9,0.13,-99.9,46.3,5.73,61.3,1.83,1.83,2.52,1.83,38,140,1.34,1.18,0.35,0.18,1,0.75,0.65,50.3,72.2,2.21,70.36,3.35,3.35,2.55,3.35
1973,3,197303,0.7,-0.09,-0.03,0.56,-1.94,0.53,-0.35,-0.24,-99.9,0.44,-99.9,49.1,4.66,49.6,3.72,3.72,0.59,3.7,5,489,0.71,0.66,0.3,1.75,1.59,2.33,2.16,39.7,59.5,2.78,73.06,3.37,3.37,1.12,3.37
1973,4,197304,0.1,-0.73,-1.53,1.33,0.6,0.11,-0.32,-0.13,-99.9,-1.14,-99.9,47.2,4.99,53.2,4.13,4.13,2.39,4.13,0,346,1.32,1.31,1.14,1.5,1.64,2.68,2.48,42.8,63.5,2.21,71.69,3.65,3.65,1.87,3.65
1973,5,197305,0.4,-0.36,1.32,0.71,-1.49,0.67,-0.71,0.27,-99.9,0.99,-99.9,42.2,4.31,60.5,4.02,4.02,0.93,4.02,34,159,0.33,1.1,1.22,1.09,1.91,2.5,2.54,48.9,72.1,1.44,65.1,4.39,4.39,3.33,4.39
1974,3,197403,2.4,-0.43,-0.24,-1.26,0.32,-1.1,-0.86,1.71,-99.9,0.79,-99.9,42.4,3.98,48.2,0.77,1.18,-0.11,0.22,4,533,0.25,-0.06,0.33,0.89,0.26,0.54,1.95,36.6,59.9,2,56.16,4.3,4.3,1.09,4.3
1974,4,197404,0.9,0.41,-3.14,-0.19,-0.41,-0.73,1.3,0.89,-99.9,0.07,-99.9,47.5,2.54,55.6,0.26,0.63,-1.29,-0.64,4,275,-0.67,-0.32,-0.48,0.6,0.32,0.07,1.84,42.6,68.6,1.36,40.32,4.91,4.91,3.16,4.91
1974,5,197405,1,-0.17,-0.72,0.36,0.03,-0.4,0.72,0.17,-99.9,-0.22,-99.9,24.7,4.66,62.9,0.55,0.88,0.95,-0.08,55,114,0.58,0.03,0.08,0.98,0.41,0.13,2.03,51.5,74.3,2,36.23,5.64,5.64,3.71,5.64
1975,3,197503,1.6,-1.04,-0.53,-0.46,-0.14,-0.81,0.85,-0.06,-99.9,1.21,-99.9,35.6,7.86,42.4,2.76,2.76,5.68,2.76,0,698,2.45,1.83,1.88,0.84,0.76,0.72,0.86,32,52.7,2.13,27.07,6.24,6.24,3.53,6.24
1975,4,197504,1.2,-1.89,0.03,0.37,-1.57,-0.67,-1.69,-0.51,-99.9,0.61,-99.9,60.2,2.41,50.6,2.25,2.25,-0.68,1.91,0,440,-0.8,1.61,1.36,1.05,0.8,0.68,0.56,38.4,62.6,2.08,38.07,6.58,6.58,2.94,6.58
1975,5,197505,0.6,-0.43,-1.36,-0.45,-1.21,0.6,-0.51,0.5,-99.9,0.53,-99.9,56.1,4.37,65.1,2.09,2.09,0.22,1.78,87,76,0.37,-0.2,1.48,1.51,0.77,0.65,0.59,54,76.3,2.51,41.27,0.01,5.9,0.02,5.85
1976,3,197603,1.7,0.38,-1.27,-0.06,-0.83,-1.78,-1.58,1.17,-99.9,-0.47,-99.9,77.1,2.62,49.5,-1.44,0.84,-2.06,-1.1,5,488,-0.84,-1.38,-0.64,-0.73,0.61,0.41,0.77,36.8,62.3,3.65,50.7,1.19,4.11,3.56,2.71
1976,4,197604,0.3,0.14,-2.32,0.92,-1.52,0.92,-0.68,-0.4,-99.9,0.77,-99.9,68.3,1.23,55.7,-2.31,-2.31,-3.06,-2.31,5,273,-2.21,-1.89,-2.23,-1.43,-0.28,0.18,0.64,40.3,71,4.24,59.65,2.4,2.35,4.02,0.49
1976,5,197605,0.4,0.94,0.25,1.19,-0.9,0.58,-0.31,0.36,-99.9,-0.28,-99.9,31.2,4.3,61,-1.95,-1.95,0.37,-1.72,37,149,0.32,-0.96,-1.26,-1.03,0.09,0.16,0.62,49.1,72.9,3.65,68.7,2.92,1.34,2.3,2.14
1977,3,197703,-0.5,-1.25,1.92,1.83,-1.44,-0.69,0.45,-0.6,-99.9,0.32,-99.9,70.7,3.17,49.7,-1.66,-1.66,-1.37,-1.66,7,476,-0.37,-1.39,-1.86,0.1,-0.58,-0.7,-0.19,37.5,61.8,2.28,74.28,2.6,1.22,0.07,1.99
1977,4,197704,-0.4,0.56,0.36,0.97,0.25,-0.32,-1.01,-1.59,-99.9,0.97,-99.9,52.6,3.36,57.2,-1.64,-1.64,-0.45,-1.64,9,237,0.08,-0.31,-1.07,-1.78,-0.21,-0.32,-0.05,43.7,70.8,2.19,71.65,1.98,1.45,1.05,1.24
1977,5,197705,-0.5,-0.75,-1.67,-0.43,-1.84,-0.56,-1.21,-0.25,-99.9,0.33,-99.9,52.1,2.58,65.1,-2.12,-2.12,-1.96,-2.12,88,74,-0.98,-0.7,-0.83,-1.65,-0.02,-0.66,-0.36,52.3,77.9,2.86,64.18,2.21,0.86,1.3,1.97
1978,3,197803,-0.2,0.33,0.95,-1.26,1.38,-0.18,-0.24,0.43,-99.9,0.26,-99.9,62.8,4.9,41.7,2.51,2.51,1.9,1.98,0,729,0.86,-0.52,1.03,1.89,1.22,0.55,-0.09,31.1,52.2,2.76,51.67,2.79,2.79,2.41,2.79
1978,4,197804,-0.3,-1.42,-1.13,0.18,0.82,-0.19,1.22,0.79,-99.9,-0.22,-99.9,53.6,4.07,54.3,2.58,2.58,0.98,2.36,0,327,0.65,0.97,-0.16,1.51,1.69,0.66,0.29,41.9,66.7,3.12,40.26,3.61,3.61,3.34,3.61
1978,5,197805,1.4,1.05,-0.83,-0.04,-0.23,-0.73,0.1,0.87,-99.9,-1.04,-99.9,27.4,5.25,61.2,2.97,2.97,1.95,2.97,37,144,1,1.11,1.32,1.4,1.85,1.19,0.4,50.1,72.3,2.4,37,3.98,3.98,2.21,3.98
1979,3,197903,0.1,0.41,-0.94,-0.29,0.83,0.08,-0.1,0.75,-99.9,-1.87,-99.9,60.8,3.65,47,2.08,2.08,-0.38,1.86,2,560,0.01,0.95,1.76,1.09,0.59,0.82,0.93,34.5,59.5,2.29,31.6,4.23,4.23,1.98,4.23
1979,4,197904,-0.1,-2.01,-0.63,0.85,0.66,-0.15,0.15,0.22,-99.9,0.08,-99.9,49,3.74,54.4,2.04,2.04,0.52,1.97,2,325,0.39,0.16,0.94,1.58,0.62,0.75,1,43.2,65.6,2.43,31.98,4.32,4.32,1.57,4.32
1979,5,197905,0.5,-0.9,1.45,-0.13,-0.87,1.27,-0.83,-0.38,-99.9,0.77,-99.9,49.6,4.39,62.7,2.05,2.05,0.66,2.05,57,113,0.39,0.53,0.33,1.77,0.6,0.6,1.38,51.5,73.9,2.66,37.67,4.32,4.32,1.35,4.32
1980,3,198003,-0.4,-0.73,0.18,1.09,0.15,-0.64,-1.42,1.27,-99.9,-0.52,-99.9,70.3,4.98,42,0.66,2.93,1.97,2.42,0,707,0.91,-0.15,0.24,0.43,1.5,1.48,1.55,31.4,52.7,3.05,50.27,4.53,4.53,1.97,4.53
1980,4,198004,-0.6,1.26,-1.99,0.72,-0.75,1.66,0.3,0.62,-99.9,-0.28,-99.9,74.1,4.28,54.8,0.98,3.03,1.18,2.86,3,301,0.81,1.12,0.21,0.35,1.65,1.6,1.6,42.7,66.9,2.46,62.42,3.39,3.39,2.04,2.55
