yyyy,mm,yearmonth,SOI,NAO,EA,WP,EP_NP,PNA,EA_WR,SCA,TNH,POL,PT,expl_var,PCP,TAVG,PDSI,PHDI,ZNDX,PMDI,CDD,HDD,SP01,SP02,SP03,SP06,SP09,SP12,SP24,TMIN,TMAX,CAPCP,CATAVG,CAPDSI,CAPHDI,CAZNDX,CAPMDI
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.61,55,3.24,3.24,0.96,2.04
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.92,43.03,4.25,4.25,4.04,4.25
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.44,25.47,5.32,5.32,4.53,5.32
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35,28.83,4.69,4.69,0.25,4.54
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.11,37.38,4.2,4.2,0.02,3.99
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75,40.08,4.11,4.11,1.04,4.11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.95,49.6,4.33,4.33,1.92,4.33
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.15,60.08,4.15,4.15,0.8,4.15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.93,68.61,3.8,3.8,0.24,3.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.83,73.17,3.71,3.71,0.89,3.71
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.43,73.13,3.19,3.19,0.42,2.97
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.91,63.14,2.49,2.49,1.12,1.77
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.65,53.6,3.65,3.65,4.25,3.65
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.85,41.54,4.24,4.24,2.91,4.24
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.49,34.54,4.81,4.81,3.01,4.81
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42,26.31,4.28,4.28,0.09,4.19
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,30.87,4.05,4.05,0.63,4.05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.48,43.48,0.24,3.39,0.73,3.05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.97,54.36,1.1,2.16,2.63,0.76
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.55,62.08,1.59,1.33,1.83,0.73
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.62,68.11,1.69,0.93,0.79,1.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.72,74.05,1.83,1.83,0.95,1.83
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.93,71.02,0.3,1.34,0.91,0.84
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,62.73,0.98,0.98,2.14,0.98
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.18,54.3,1.82,1.82,2.83,1.82
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.54,39.51,3.22,3.22,4.74,3.22
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.46,28.81,3.33,3.33,1.33,3.33
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.45,34.68,2.91,2.91,0.22,2.76
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.82,35.85,3.37,3.37,2.29,3.37
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.98,46.18,1.99,1.99,3.1,0.69
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24,52.86,1.35,1.35,1.3,0.44
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.95,61.09,1.17,1.17,0.15,0.61
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.03,70.41,1.01,1.01,0.11,0.72
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.75,73.51,0.9,0.9,0.01,0.74
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.82,71.73,1.08,1.08,0.81,0.24
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.59,63.7,2.18,2.18,3.65,1.74
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.81,54.01,2.66,2.66,2.11,2.66
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.94,41.4,3.39,3.39,2.99,3.39
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,34.43,3.62,3.62,1.74,3.62
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.17,31.44,3.81,3.81,1.69,3.81
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.33,37.38,3.63,3.63,0.63,3.63
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.67,42.57,0.04,3.29,0.12,3.28
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.46,53.53,1.26,1.7,3.77,0.12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.24,62.96,1.33,1.32,0.61,0.46
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.81,70.25,1.48,0.9,0.85,1.11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.83,73.27,1.49,0.64,0.51,1.41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.74,71.87,1.3,0.61,0.12,1.24
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.19,65.25,1.51,1.51,1.02,1.51
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15,52.95,2.13,2.13,2.34,2.13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.55,43.97,2.05,2.05,0.4,2.05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.87,34.54,1.77,1.77,0.2,1.61
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.97,27.79,1.81,1.81,0.66,1.81
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.52,33.69,2.01,2.01,1.18,2.01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.04,42.4,2.4,2.4,1.77,2.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.32,51.82,2.37,2.37,0.67,2.37
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.07,61.21,3.01,3.01,2.66,3.01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.61,70.88,4.28,4.28,4.72,4.28
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,74.79,4.79,4.79,2.86,4.79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.57,73.67,5,5,2.12,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.81,64.6,4.25,4.25,0.7,3.93
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.43,53.96,4.49,4.49,2.01,4.49
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.17,43.29,3.69,3.69,1,3.25
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.69,33.46,4.02,4.02,2.14,4.02
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05,34.09,4.27,4.27,1.98,4.27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.01,29.17,3.84,3.84,0.04,3.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.91,42.67,3.17,3.17,0.83,2.75
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.79,52.88,3.71,3.71,2.6,3.71
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.26,60.46,0.27,3.06,0.81,2.68
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,68.13,1.2,1.78,2.88,0.23
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.86,74.23,1.62,1.06,1.62,1.06
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.73,71.31,1.93,1.93,1.41,1.93
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.68,64.08,2.07,2.07,1.03,2.07
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.89,54.34,0.16,1.69,0.49,1.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.73,42.93,0.64,1.03,1.48,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.34,27.73,1.52,1.52,2.85,1.52
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.79,36.5,1.68,1.68,0.94,1.68
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.68,36.7,0.58,0.92,1.75,0.02
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.71,44.74,0.4,0.96,0.38,0.17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.49,52.52,0.21,1,0.43,0.39
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.83,58.86,1.25,1.25,3.17,1.25
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,70.23,0.5,0.62,1.49,0.37
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.94,73.26,0.25,0.75,0.59,0.09
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.65,72.28,0.14,0.76,0.25,0.18
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.04,67.35,0.8,0.8,2.01,0.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.76,53.98,0.57,0.57,1.72,0.57
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.09,44.92,0.25,0.25,0.8,0.39
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.69,30.83,0.48,0.48,0.78,0.48
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.37,29.48,0.77,0.77,1.02,0.77
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.64,39.81,0.1,0.1,1.78,0.59
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.33,43.32,0.74,0.74,1.95,0.74
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.35,52.54,1.35,1.35,2.05,1.35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.72,61.97,1.76,1.76,1.66,1.76
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.84,69.08,1.53,1.53,0.16,1.38
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,73.89,1.47,1.47,0.3,1.39
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,72.99,1.29,1.29,0.09,1.09
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.53,64.9,1.21,1.21,0.15,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,54.75,1.01,1.01,0.23,0.62
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.49,39.43,1.19,1.19,0.85,1.14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.77,35.74,1.39,1.39,0.99,1.39
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.08,33.62,1.42,1.42,0.5,1.42
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.32,39.7,1.32,1.32,0.16,1.32
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.51,44.71,0.33,0.85,1,0.19
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.06,52.54,0.86,0.86,1.67,0.86
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.29,61.16,1.45,1.45,2.04,1.45
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.39,67.44,0.56,0.74,1.69,0.26
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.65,71.22,1.64,1.64,3.39,1.64
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,69.84,2.39,2.39,2.75,2.39
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.33,64.67,2.14,2.14,0.01,2.08
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.67,54.54,1.57,1.57,1.06,0.98
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.27,40.06,2.52,2.52,3.34,2.52
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.79,31.75,3.3,3.3,3.13,3.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,30.47,4.34,4.34,4.14,4.34
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.18,31.14,4.18,4.18,0.86,4.18
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.85,41.79,4.05,4.05,0.9,4.05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.92,49.91,4.21,4.21,1.73,4.21
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.94,60.89,3.74,3.74,0.1,3.65
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.61,67.21,4.22,4.22,2.58,4.22
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,72.16,4.8,4.8,3.05,4.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.77,71.89,4.97,4.97,2,4.97
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.58,63.3,4.82,4.82,1.09,4.82
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.19,52.97,4.58,4.58,0.75,4.58
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12,39.22,4.43,4.43,0.96,4.43
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.96,34.2,4.1,4.1,0.38,4.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24,29.34,4.04,4.04,1.1,4.04
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.15,31.87,3.88,3.88,0.77,3.88
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36,44.51,3.02,3.02,1.4,2.41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.82,52.66,2.85,2.85,0.45,2.37
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.43,60.67,2.08,2.08,1.45,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,70.95,1.62,1.62,0.71,0.28
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.09,73.62,1.54,1.54,0.24,0.29
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.54,72.21,1.23,1.23,0.44,0.13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.14,65.55,0.68,0.68,1.29,1.02
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.86,54.21,1.24,1.24,1.9,0.18
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,42.57,1.73,1.73,1.85,1.07
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.19,36.23,1.75,1.75,0.59,1.18
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.18,33.08,2.69,2.69,3.35,2.69
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,37.36,1.92,1.92,1.46,1.25
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.99,43.34,2.03,2.03,0.9,1.67
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.83,49.41,2.36,2.36,1.64,2.36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,58.64,3.47,3.47,4.05,3.47
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.23,67.55,3.59,3.59,1.44,3.59
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.65,73.54,3.53,3.53,0.93,3.53
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.66,74.32,3.22,3.22,0.15,3.22
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,64.69,2.65,2.65,0.71,2.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63,54.45,2.81,2.81,1.29,2.81
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.37,42.04,2.71,2.71,0.58,2.71
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,33.42,2.57,2.57,0.41,2.57
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.82,29.7,3.03,3.03,2.17,3.03
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.89,35.69,2.59,2.59,0.38,2.38
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24,39.02,2.24,2.24,0.26,1.86
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.56,50.65,2.15,2.15,0.41,1.88
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.32,60.98,2.23,2.23,0.93,2.23
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.87,69.87,1.89,1.89,0.35,1.67
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.12,73.63,2.14,2.14,1.35,2.14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.66,72.43,2.11,2.11,0.55,2.11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.44,63.46,3,3,3.33,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.49,53.65,3.13,3.13,1.33,3.13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,39.63,3.9,3.9,3.26,3.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.29,33.91,5.06,5.06,4.69,5.06
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.81,29.95,5.61,5.61,3.21,5.61
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.39,36.05,5.37,5.37,1.03,5.37
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.44,44.67,4.42,4.42,1.22,3.91
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.99,47.91,4.83,4.83,2.6,4.83
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,59.4,4.34,4.34,0.03,4.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,68.31,4.44,4.44,1.64,4.44
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.71,73.18,4.26,4.26,0.82,4.26
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.68,71.74,4.1,4.1,0.85,4.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.54,66.42,3.63,3.63,0.16,3.51
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.52,53.92,3.66,3.66,1.21,3.66
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.29,40.87,3.51,3.51,0.7,3.51
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.31,34,3.38,3.38,0.68,3.38
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.36,34.99,4.19,4.19,3.47,4.19
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.32,38.71,4.84,4.84,3.25,4.84
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.23,41.34,5.07,5.07,2.21,5.07
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.57,51.06,4.65,4.65,0.3,4.65
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.62,62.47,0.54,3.63,1.63,2.96
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.32,68.13,0.04,3.7,1.34,3.49
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.86,75.49,0.05,3.3,0.06,3.01
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.42,74.03,0.49,2.52,1.33,1.68
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.51,68.99,0.89,1.82,1.33,0.47
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.97,55.13,0.63,2.26,1.9,1.59
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63,44.91,0.74,2.2,0.51,1.65
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.08,35.55,0.53,1.84,0.39,1.13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.13,33.78,1.21,2.38,2.19,2.32
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.92,39.49,0.78,1.83,0.92,1.32
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.19,42.8,0.22,1.17,1.42,0.02
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.87,51.55,0.54,1.39,1.02,0.65
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.91,60.06,0.53,1.29,0.13,0.57
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.31,68.31,0.94,1.62,1.39,1.33
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.58,74.3,0.88,1.49,0.11,1.19
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,72.91,0.36,0.98,1.09,0.16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.52,64.35,0.24,0.96,0.25,0.23
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.57,54.75,0.78,0.78,1.68,0.78
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.44,48.11,2.07,2.07,4.12,2.07
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.73,36.1,3.31,3.31,4.35,3.31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.14,33.57,4.31,4.31,4.03,4.31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12,39.78,5.14,5.14,3.83,5.14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.44,46.04,5.15,5.15,1.62,5.15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.32,52.59,4.94,4.94,0.96,4.94
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.66,63.14,5.02,5.02,1.76,5.02
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.45,69.03,4.04,4.04,1.39,3.46
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,73.87,4.06,4.06,1.32,3.92
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.91,74.05,4.74,4.74,3.3,4.74
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.18,65.57,4.7,4.7,1.35,4.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.26,55.09,4.24,4.24,0.06,4.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.73,38.03,3.38,3.38,1.26,2.81
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.71,28.44,3.51,3.51,1.42,3.41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.85,31.35,3.67,3.67,1.59,3.67
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.21,33.98,3.04,3.04,0.78,2.67
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.57,41.49,2.69,2.69,0.11,2.22
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,53.08,3,3,1.77,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,62.82,3.12,3.12,1.3,3.12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.12,69.24,2.65,2.65,0.46,2.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.72,74.48,2.55,2.55,0.51,2.44
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.41,74.3,2.81,2.81,1.59,2.81
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.45,65.7,2.69,2.69,0.5,2.69
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.06,54.37,2.52,2.52,0.33,2.52
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.39,47.41,2.74,2.74,1.43,2.74
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.36,36.12,2.97,2.97,1.53,2.97
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.01,34.48,3.34,3.34,2.03,3.34
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.32,36.39,3.83,3.83,2.51,3.83
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.59,39.54,3.2,3.2,0.7,2.87
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.26,53.49,3.36,3.36,1.46,3.36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.64,59.29,3.12,3.12,0.32,3.12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.56,70.86,3.34,3.34,1.63,3.34
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,75.85,3.56,3.56,1.69,3.56
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,72.86,3.76,3.76,1.7,3.76
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.72,66.85,0.04,3.41,0.12,3.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.01,51.84,0.97,2.1,2.9,0.87
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.94,41.97,0.71,2.03,0.46,0.98
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,35.08,1.17,1.3,1.57,0.34
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.33,32.81,0.76,1.45,0.85,0.15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.57,32.79,1.33,0.65,1.93,1.23
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.48,43.3,0.97,0.81,0.67,0.74
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63,51.89,0.93,0.67,0.19,0.84
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.27,60.98,1.1,1.1,0.79,1.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.45,68.05,1.61,1.61,1.89,1.61
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.64,75.47,1.59,1.59,0.43,1.59
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.56,74.66,0.24,1.19,0.71,0.75
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.82,64.96,0.3,1.37,0.91,1.32
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.83,56.55,0.48,0.75,1.45,0.17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.55,42.35,0.37,0.73,0.18,0.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.38,35.29,0.5,0.5,0.49,0.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.97,30.34,0.74,0.74,0.87,0.74
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.45,33.57,0.16,0.16,1.5,0.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.01,47.41,1.28,1.28,3.4,1.28
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,52.68,1.3,1.3,0.47,1.3
